clasificacion,texto,sentiment_probabilities,sentiment_label,veracity_label,veracity_probabilities
0,"Segun Macri, los discapacitados son un gasto que no debe afrontar el Estado","[0.9968034029006958, 0.003196654375642538]",0,0,"[0.927664577960968, 0.07233545184135437]"
0,"Durante el ano de pandemia, la Argentina perdio menos empleo que en los 4 anos del gobierno anterior","[0.9988552331924438, 0.0011447578435763717]",0,1,"[0.45509591698646545, 0.5449041128158569]"
0,Se muestra una ambulancia y varias urnas que confirman el fraude,"[0.999893069267273, 0.0001068649289663881]",0,0,"[0.9441717267036438, 0.055828213691711426]"
0,"La presidenta del Correo Argentino fue denunciada por manipular telegramas de escrutinio en 2015 y 2019, se confirma el fraude","[0.9999171495437622, 8.279940084321424e-05]",0,0,"[0.5277968049049377, 0.47220322489738464]"
0,Detectores de metales se activan por la inoculacion de la vacuna contra el coronavirus,"[0.0010876598535105586, 0.9989123344421387]",1,0,"[0.940613329410553, 0.059386659413576126]"
0,Cristina Fernandez de Kirchner no es abogada y debe 22 materias,"[0.999955415725708, 4.4523821998154745e-05]",0,0,"[0.8147157430648804, 0.18528428673744202]"
0,Se prohibieron las pruebas PCR en los Estados Unidos,"[0.9998928308486938, 0.0001072021623258479]",0,0,"[0.9492252469062805, 0.050774820148944855]"
0,En la Argentina solo se pueden comprar 3 kilos de carne por ley,"[0.9999232292175293, 7.671138155274093e-05]",0,0,"[0.9307378530502319, 0.06926220655441284]"
0,El Presidente de El Salvador no dio este discurso contra los presos,"[0.9999449253082275, 5.506968227564357e-05]",0,0,"[0.5006937980651855, 0.49930623173713684]"
0,Hay bebes internados en sillas de plastico en Paraguay,"[0.5133534669876099, 0.4866465628147125]",0,0,"[0.9682300686836243, 0.03176989406347275]"
1,Juana Viale le pidio al papa Francisco que abriera el Vaticano para los refugiados,"[0.9963539838790894, 0.003645967459306121]",0,1,"[0.17356666922569275, 0.8264333009719849]"
1,Escrachan al ex ministro Gines Gonzalez Garcia tomando vino en Madrid,"[0.9999265670776367, 7.343942706938833e-05]",0,0,"[0.9197919964790344, 0.08020801097154617]"
0,Galperin anuncia regalos por el aniversario de Mercado Libre,"[0.00019723032892215997, 0.9998027682304382]",1,1,"[0.26186880469322205, 0.7381312251091003]"
0,Alberto Fernandez organizo un asado para 60 personas en la Quinta de Olivos en junio de 2021,"[0.00023365835659205914, 0.9997662901878357]",1,0,"[0.9058284163475037, 0.09417153894901276]"
0,Un juez madrileno denuncio a Alberto Fernandez ante la ONU,"[0.9999518394470215, 4.813995474250987e-05]",0,0,"[0.8747766017913818, 0.12522341310977936]"
0,El director de una farmaceutica haya recomendado inhalar vapor para eliminar al coronavirus,"[0.0008029534947127104, 0.9991970658302307]",1,0,"[0.6863480806350708, 0.3136519491672516]"
0,En China clonaron el primer dinosaurio,"[6.621649663429707e-05, 0.9999337196350098]",1,0,"[0.9444098472595215, 0.0555901937186718]"
0,El medico ganador del premio Nobel dijo que todas las personas vacunadas moriran en 2 anos,"[0.9999580383300781, 4.1955008782679215e-05]",0,0,"[0.933456301689148, 0.06654362380504608]"
0,La vacunacion contra el coronavirus genera muertes y que esta creando nuevas variantes,"[0.9980814456939697, 0.0019185506971552968]",0,0,"[0.9165673851966858, 0.08343260735273361]"
0,El barbijo no protege y que provoca aspirar dioxido de carbono,"[0.9999620914459229, 3.787689274759032e-05]",0,0,"[0.8712707757949829, 0.12872926890850067]"
0,En los Estados Unidos no pueden votar quienes cobran planes y no terminaron la secundaria,"[0.9999562501907349, 4.3766249291365966e-05]",0,0,"[0.599120020866394, 0.4008799195289612]"
0,Militares franceses afirmaron que la COVID-19 es una guerra total para controlar y reducir la poblacion mundial,"[0.9999401569366455, 5.989781129756011e-05]",0,0,"[0.8335612416267395, 0.1664387434720993]"
0,Integrantes de La Campora quemaron barbijos en el Obelisco,"[0.999943733215332, 5.6225537264253944e-05]",0,0,"[0.8417506814002991, 0.15824928879737854]"
0,El uso de barbijo produce enfermedades que envenenan los pulmones y la sangre,"[0.9999558925628662, 4.4105458073318005e-05]",0,0,"[0.8767116069793701, 0.12328846007585526]"
0,Thatcher considera que todo izquierdista es un incompetente y fracasado,"[0.9999402761459351, 5.976418833597563e-05]",0,0,"[0.8581444025039673, 0.14185559749603271]"
0,Medicos y enfermeros pueden ser acusados de crimenes de guerra por aplicar la vacuna,"[0.9999303817749023, 6.961365579627454e-05]",0,1,"[0.3398246467113495, 0.6601753830909729]"
0,Aldeanos de la India atacan a pedradas a equipos de vacunacion,"[0.9999518394470215, 4.8137884732568637e-05]",0,0,"[0.9161409735679626, 0.08385901898145676]"
0,Las vacunas contra el coronavirus contienen metales pesados magneticos y chips rastreadores,"[0.9995200634002686, 0.00047988808364607394]",0,0,"[0.935418426990509, 0.06458155065774918]"
0,"No esta probado que los ninos propagan el coronavirus, tal como afirma un medico argentino en Suecia","[0.9999423027038574, 5.769631388830021e-05]",0,0,"[0.7236838936805725, 0.2763161063194275]"
0,Cristiano Ronaldo poso con un cartel en apoyo a Palestina,"[0.06495973467826843, 0.9350402355194092]",1,0,"[0.729149580001831, 0.27085041999816895]"
0,Circula por mail un virus informatico que proviene de la cuenta de la Policia venezolana,"[0.9999215602874756, 7.845659274607897e-05]",0,0,"[0.9106571674346924, 0.08934281021356583]"
0,Macri eximio de los impuestos a la familia de Juana Viale,"[0.5646170973777771, 0.4353828728199005]",0,0,"[0.9264912009239197, 0.07350882887840271]"
0,Los test de COVID-19 vienen con resultados positivos o negativos preestablecidos,"[0.9661006927490234, 0.03389934077858925]",0,0,"[0.8701649904251099, 0.1298350691795349]"
0,Patricia Bullrich dijo que podriamos haber dado las Islas Malvinas en una negociacion con Pfizer,"[0.9995493292808533, 0.0004506595723796636]",0,0,"[0.9900374412536621, 0.009962553158402443]"
0,"Los pacientes asintomaticos son un invento, tal como lo declaro un ex ejecutivo de Pfizer","[0.9982983469963074, 0.001701629371382296]",0,0,"[0.5845484137535095, 0.4154515862464905]"
0,En Brasil se simulan entierros para generar temor por las muertes por coronavirus,"[0.99991774559021, 8.221271855290979e-05]",0,0,"[0.8804401159286499, 0.11955992877483368]"
0,Kicillof termino la universidad sin leer un solo libro,"[0.9999469518661499, 5.302853605826385e-05]",0,0,"[0.6781250834465027, 0.3218749165534973]"
0,Grabois es hijo de una ex presidenta del PAMI acusada de corrupcion,"[0.9998156428337097, 0.00018434127559885383]",0,0,"[0.8783976435661316, 0.12160231918096542]"
1,En Alemania cuelgan bolsas con comida en la calle para las personas sin hogar,"[0.9999531507492065, 4.687034015660174e-05]",0,0,"[0.6460036635398865, 0.35399630665779114]"
0,El uso de barbijo hace respirar dioxido de carbono y provoca cancer,"[0.9999426603317261, 5.7279881730210036e-05]",0,0,"[0.9041931629180908, 0.09580682963132858]"
1,El uso de barbijo no hace respirar dioxido de carbono ni provoca cancer,"[0.9989579916000366, 0.0010419689351692796]",0,0,"[0.7539328336715698, 0.24606719613075256]"
0,"La ministra de salud,Vizzotti, dijo que hay que evitar respirar para combatir el covid.","[0.7153095006942749, 0.2846905291080475]",0,0,"[0.8222925662994385, 0.17770741879940033]"
0,"Los barbijos enferman y matan generando hongos y bacterias, e incluso provocando cancer","[0.999869704246521, 0.00013022066559642553]",0,0,"[0.9599189758300781, 0.04008105769753456]"
1,"Es falso que los barbijos ""enferman y matan"": no generan hongos y bacterias ni provocan cancer","[0.9999459981918335, 5.404272451414727e-05]",0,0,"[0.5539079308509827, 0.44609206914901733]"
0,El cafe evita el contagio y cura a pacientes con coronavirus,"[0.0005104999290779233, 0.999489426612854]",1,0,"[0.8508654832839966, 0.14913450181484222]"
0,El director medico de Moderna admitio que la vacuna de ARN mensajero modifica el ADN,"[0.9646270275115967, 0.0353730134665966]",0,0,"[0.9220584034919739, 0.07794159650802612]"
0,"La plaza de Resistencia, en Chaco, se llama ""Manuel Belgrane"" por el lenguaje inclusivo","[0.011443945579230785, 0.9885560870170593]",1,0,"[0.5233764052391052, 0.4766235947608948]"
0,Los acusados del crimen de Baez Sosa gozan de prision domiciliaria,"[0.9999158382415771, 8.416489436058328e-05]",0,0,"[0.582580029964447, 0.417419970035553]"
0,Daniel Miguel Medina es un ex combatiente que vive en la pobreza,"[0.9997863173484802, 0.00021364152780734003]",0,0,"[0.7706778049468994, 0.22932223975658417]"
0,Escandalosa foto en donde aparecen Hebe de Bonafini y Jorge Videla juntos,"[0.9999545812606812, 4.5442182454280555e-05]",0,0,"[0.9065764546394348, 0.09342359006404877]"
0,"No todas las vidas valen igual, segun Victoria Donda","[0.9999192953109741, 8.067260932875797e-05]",0,0,"[0.907619297504425, 0.09238072484731674]"
0,Mauricio Macri y Jorge Videla eran amigos,"[0.000388604385079816, 0.9996114373207092]",1,0,"[0.8460272550582886, 0.15397271513938904]"
0,En el Hospital Muniz murio un medico llamado Marcos Vargas por atender pacientes con coronavirus,"[0.999582827091217, 0.00041712599340826273]",0,0,"[0.9582304358482361, 0.0417696088552475]"
0,El intendente afirma que n un ano y 4 meses no ha tenido una sola denuncia de corrupcion,"[0.9999375343322754, 6.241457595024258e-05]",0,1,"[0.44916123151779175, 0.5508387684822083]"
0,Todo lo que se ve en Formosa es una gran puesta en escena del macrismo,"[0.00015628400433342904, 0.9998437166213989]",1,1,"[0.4624406397342682, 0.5375593900680542]"
0,Gendarmeria nacional abandono el Conurbano,"[0.9999532699584961, 4.673118382925168e-05]",0,0,"[0.949195146560669, 0.05080488696694374]"
0,La ley que prohibe el cambio de uso de las tierras incendiadas en Espana termino con los siniestros,"[0.48100435733795166, 0.5189955830574036]",1,1,"[0.3114778995513916, 0.6885221600532532]"
1,Se incremento millones de dolares la deuda durante el gobierno de Cambiemos,"[0.031709276139736176, 0.9682907462120056]",1,0,"[0.6138986349105835, 0.3861013948917389]"
1,Lo que le presto el FMI a la Argentina bajo el gobierno de Macri es un monto cercano a todo lo que presto a todos los paises del mundo en el ano de la pandemia,"[0.9997561573982239, 0.0002438623778289184]",0,0,"[0.6887131929397583, 0.3112868368625641]"
0,"Cristina Fernandez de Kirchner anuncio en 2012 la compra de 26 aviones para incendios pero no llego ninguno, se los robo todos","[0.9999576807022095, 4.2360614315839484e-05]",0,0,"[0.8871504664421082, 0.11284954845905304]"
0,Patricia Bullrich y su comitiva se trasladaron a Formosa en un avion de Vicentin,"[0.014571879990398884, 0.9854281544685364]",1,0,"[0.9664859175682068, 0.033514004200696945]"
0,El uso de barbijos produce hipoxia y pleuresia,"[0.9999178647994995, 8.206906204577535e-05]",0,0,"[0.9063395261764526, 0.09366047382354736]"
0,Macri le rindio homenaje al busto de Thatcher,"[0.00019770537619479, 0.99980229139328]",1,0,"[0.9791642427444458, 0.020835760980844498]"
0,Se descubrieron nanorobots dentro de las pruebas PCR,"[0.007149504963308573, 0.9928505420684814]",1,0,"[0.948685348033905, 0.05131467804312706]"
1,La Argentina logro el primer puesto en el ranking mundial de la ONU de paises con politicas de genero en el contexto de la pandemia COVID-19,"[0.0007478012703359127, 0.9992521405220032]",1,1,"[0.4441271722316742, 0.5558728575706482]"
1,Alberto Fernandez establecio el cupo laboral travesti trans en la Administracion Publica Nacional,"[0.000215211883187294, 0.9997847676277161]",1,0,"[0.8541028499603271, 0.14589713513851166]"
1,Alberto Fernandez inicio este ano con uno de los mas significativos incrementos presupuestarios de la educacion argentina en estos casi 40 anos de vida democratica,"[9.775297075975686e-05, 0.9999022483825684]",1,1,"[0.4792996644973755, 0.5207003355026245]"
1,El Gobierno de Macri solicito el prestamo mas grande de la historia del Fondo Monetario Internacional,"[0.04772714152932167, 0.952272891998291]",1,0,"[0.7508098483085632, 0.24919015169143677]"
1,Durante 2020 se redujo en 18 puntos la inflacion que heredada en 2019,"[0.0002132652298314497, 0.9997867941856384]",1,1,"[0.24167054891586304, 0.7583293914794922]"
0,En Argentina ningun magistrado ni funcionario judicial paga hoy el impuesto a las Ganancias,"[0.999944806098938, 5.523393701878376e-05]",0,1,"[0.26243579387664795, 0.737564206123352]"
1,Alberto Fernandez elaboro un presupuesto nacional con perspectiva de genero,"[0.00011003310646628961, 0.9998899698257446]",1,0,"[0.9175500869750977, 0.08244986832141876]"
0,"Baradel dijo sobre los docentes: ""Si no les alcanza lo que se les paga, busquen otro trabajo""","[0.9996076226234436, 0.0003924581687897444]",0,0,"[0.9138045907020569, 0.0861954316496849]"
0,"Cristina Fernandez de Kirchner fue ""multivacunada"" contra el coronavirus","[0.9998825788497925, 0.0001173623459180817]",0,0,"[0.9469680190086365, 0.0530320405960083]"
0,Se abrio una oficina de la ANSES en Paraguay,"[0.00036709484993480146, 0.9996328353881836]",1,0,"[0.9064237475395203, 0.09357623010873795]"
0,la vacuna contra el coronavirus te puede dejar esteril,"[0.9998364448547363, 0.00016352706006728113]",0,0,"[0.924665629863739, 0.07533442974090576]"
1,Cristina Fernandez de Kirchner veto el 82% movil para los jubilados,"[0.9999382495880127, 6.170647247927263e-05]",0,0,"[0.8925843834877014, 0.107415571808815]"
0,"Baradel propuso incorporar lenguas originarias y asi preparar a los chicos para un futuro, que sera mas justo y equitativo para todos","[6.82687241351232e-05, 0.9999316930770874]",1,0,"[0.9317516088485718, 0.06824836879968643]"
0,Tomar agua helada pueda provocar riesgos de muerte y cancer,"[0.9998774528503418, 0.00012258104106877]",0,0,"[0.9510356187820435, 0.04896438494324684]"
1,El uso del barbijo reduce el riesgo de contagio del COVID,"[0.00018149284005630761, 0.9998185038566589]",1,1,"[0.25969624519348145, 0.7403036952018738]"
0,"La sobrina de Fabiola Yanez, la esposa del presidente, fue designada como presidenta del Banco Provincia","[0.00035610899794846773, 0.9996439218521118]",1,0,"[0.6342364549636841, 0.3657635748386383]"
0,Las pruebas PCR vienen con resultados positivos o negativos de origen,"[0.6322298049926758, 0.36777016520500183]",0,0,"[0.9052862524986267, 0.0947137326002121]"
0,"Doctores, enfermeras, policias y bomberos festejan que ya no son parte del orden mundial y la plandemia","[0.9998537302017212, 0.00014619521971326321]",0,0,"[0.5381433963775635, 0.4618566036224365]"
0,Un medico italiano murio tras aplicarse la segunda dosis de la vacuna Pfizer,"[0.9995372295379639, 0.00046281819231808186]",0,0,"[0.9360942244529724, 0.063905730843544]"
0,Una lata de Red Bull dio positivo de coronavirus,"[0.979363203048706, 0.02063683234155178]",0,0,"[0.9529258608818054, 0.04707418009638786]"
0,Marcelo Tinelli es orgullosamente kirchnerista,"[0.00010574390762485564, 0.9998942613601685]",1,0,"[0.9791791439056396, 0.020820923149585724]"
0,"De Angeli le advirtio a Alberto Fernandez que los vagos se quedaran sin planes y el pais sin comida, si el campo hace paro","[0.999964714050293, 3.527175431372598e-05]",0,0,"[0.8475307822227478, 0.1524692326784134]"
0,Ricardo Darin critico al kirchnerismo con una dura carta,"[0.9999254941940308, 7.455559534719214e-05]",0,0,"[0.9524648189544678, 0.047535188496112823]"
0,Estan usando fetos abortados en las vacunas contra el coronavirus,"[0.011921626515686512, 0.9880784153938293]",1,0,"[0.9209821820259094, 0.0790177509188652]"
0,Ofelia Fernandez no cree en las enfermedades ni en las vacunas,"[0.9999605417251587, 3.9403410482918844e-05]",0,0,"[0.9091439843177795, 0.09085601568222046]"
0,Se compraron 26 aviones hidrantes durante el gobierno de Cristina Fernandez de Kirchner,"[0.0031915106810629368, 0.9968084692955017]",1,0,"[0.8624372482299805, 0.13756270706653595]"
0,Cientos de autos parados en una autopista protestan en Alemania por el aumento de combustibles,"[0.9998925924301147, 0.0001074452229659073]",0,0,"[0.8984161019325256, 0.10158394277095795]"
0,En la Argentina bajo el consumo de carne porque hay mas argentinos que son veganos,"[0.016116425395011902, 0.9838835597038269]",1,0,"[0.8817391395568848, 0.11826083064079285]"
0,Joe Biden firma decretos presidenciales en blanco,"[0.9999518394470215, 4.81757742818445e-05]",0,1,"[0.1261289268732071, 0.8738710284233093]"
0,La vacuna de Pfizer produce esterilidad en las mujeres,"[0.9999361038208008, 6.383576692314819e-05]",0,0,"[0.9313323497772217, 0.06866766512393951]"
0,No habra clases este ano por culpa del gobierno,"[0.9999632835388184, 3.668950739665888e-05]",0,1,"[0.32703888416290283, 0.6729611158370972]"
0,Medicos ecuatorianos descubrieron la cura para el coronavirus,"[0.00011914713104488328, 0.9998807907104492]",1,0,"[0.9259692430496216, 0.07403077930212021]"
0,El coronavirus en realidad es una bacteria,"[0.9982407093048096, 0.0017592372605577111]",0,0,"[0.9388536810874939, 0.0611463338136673]"
0,"Ancianos en Noruega mueren por la vacuna contra el COVID-19, y las autoridades suspendieron la vacunacion a mayores","[0.9999473094940186, 5.2724779379786924e-05]",0,0,"[0.6453993916511536, 0.3546006679534912]"
0,La vacuna de Pfizer genero una paralisis facial en 13 casos en Israel,"[0.9999358654022217, 6.409843626897782e-05]",0,0,"[0.8556287288665771, 0.14437130093574524]"
0,"Baradel propuso incorporar lenguas originarias y asi preparar a los chicos para un futuro, que sera mas justo y equitativo para todos","[6.82687241351232e-05, 0.9999316930770874]",1,0,"[0.9317516088485718, 0.06824836879968643]"
0,"Kicillof dijo: ""No necesitamos al campo, nosotros tenemos a los supermercados""","[0.7876561880111694, 0.21234378218650818]",0,0,"[0.7990598082542419, 0.20094025135040283]"
0,"Brancatelli dijo la siguiente frase: ""?Para que quieren vivir tanto los jubilados? Ya son viejos, mueran y ya""","[0.9996893405914307, 0.0003106958174612373]",0,0,"[0.6047472953796387, 0.39525267481803894]"
0,El creador de los test PCR dijo que estos no detectan el nuevo coronavirus,"[0.9999678134918213, 3.21334446198307e-05]",0,0,"[0.9225110411643982, 0.0774889588356018]"
0,Vacunaron a una mujer en Quilmes con una jeringa sin aguja,"[0.004656968638300896, 0.9953430891036987]",1,0,"[0.9190487265586853, 0.0809512510895729]"
1,Donda fue denunciada por su empleada domestica,"[0.9999446868896484, 5.5315580539172515e-05]",0,0,"[0.6698432564735413, 0.33015668392181396]"
1,Es falso que murio la enfermera que se desmayo tras ponerse la vacuna contra la COVID-19,"[0.9999325275421143, 6.748468877049163e-05]",0,0,"[0.5056946873664856, 0.494305282831192]"
0,Las vacunas de ARN mensajero modifican el ADN humano,"[0.00013254836085252464, 0.9998674392700195]",1,0,"[0.9440428614616394, 0.0559571199119091]"
0,Mil vacunados de coronavirus murieron en Inglaterra,"[0.9999030828475952, 9.689653961686417e-05]",0,0,"[0.9575329422950745, 0.04246704280376434]"
0,Estados Unidos admitio que no esta probada la existencia del nuevo coronavirus,"[0.999920129776001, 7.987063872860745e-05]",0,0,"[0.8999027609825134, 0.10009726881980896]"
0,"Medico canadiense sostiene que el coronavirus es una ""farsa""","[0.9999469518661499, 5.307007086230442e-05]",0,0,"[0.8705177903175354, 0.129482239484787]"
0,El test de antigenos da positivo con una bebida Cola ,"[0.9642893671989441, 0.035710569471120834]",0,0,"[0.9488539695739746, 0.05114608258008957]"
0,El Presidente de Mexico bajo su sueldo un 60% junto con el de sus funcionarios y legisladores,"[0.9998383522033691, 0.00016159139340743423]",0,1,"[0.4748285412788391, 0.5251714587211609]"
0,La vacuna Sputnik V no es apta para mayores de 60 anos,"[0.999946117401123, 5.384276664699428e-05]",0,0,"[0.9252002239227295, 0.0747997909784317]"
1,CABA cuenta con 2 veces y media los recursos de PBA por habitante,"[0.9992073178291321, 0.0007927582482807338]",0,1,"[0.32036375999450684, 0.6796362996101379]"
0,"Gerardo Romano dijo que ""los jubilados que estan muy viejos deberian ser sacrificados""","[0.9436548948287964, 0.05634509027004242]",0,0,"[0.9783028960227966, 0.021697048097848892]"
1,El periodista Antonio Laje es piloto comercial y hace vuelos sanitarios,"[0.0006805909797549248, 0.9993194341659546]",1,1,"[0.318867951631546, 0.6811320185661316]"
0,"Los Pumas apoyan a Vicentin, con el cartel de ""Todos somos Vicentin""","[5.260404941509478e-05, 0.9999474287033081]",1,0,"[0.7357118725776672, 0.26428812742233276]"
0,Los pacientes asintomaticos tienen bajisima o casi nula capacidad de contagio,"[0.999925971031189, 7.39966708351858e-05]",0,0,"[0.8748892545700073, 0.1251107007265091]"
0,La Nacion publico declaraciones de mujeres que quieren hacerse el primer aborto legal en la Argentina,"[0.8513027429580688, 0.14869727194309235]",0,0,"[0.9532358646392822, 0.046764105558395386]"
1,"La enfermedad por coronavirus de 2019, mas conocida como COVID-19, covid-19 o covid, es una enfermedad infecciosa causada por el SARS-CoV-2.","[0.9962283372879028, 0.003771740710362792]",0,1,"[0.16666066646575928, 0.8333393335342407]"
0,Mueren los 42 de los primeros 100 vacunados en la Argentina,"[0.998350977897644, 0.0016490150010213256]",0,0,"[0.809893012046814, 0.19010697305202484]"
0,"Pablo Matera pidio perdon por ""si algun bolita o algun paragua se sintio discriminado""","[0.18046332895755768, 0.8195366859436035]",1,0,"[0.9584549069404602, 0.04154517129063606]"
0,"Alberto Fernandez dijo en 2004: ""Mi postura de rechazo al aborto fue siempre clara""","[0.14137175679206848, 0.8586282134056091]",1,0,"[0.8798527717590332, 0.12014719843864441]"
0,Espert se saco una foto con Maximo Kirchner,"[0.1612207144498825, 0.8387792706489563]",1,0,"[0.9789576530456543, 0.02104230970144272]"
0,Los pacientes asintomaticos son sanos y no contagian el virus,"[0.9998891353607178, 0.00011080394324380904]",0,0,"[0.9174143075942993, 0.08258569985628128]"
0,"El ""Chino"" Navarro amenazo a productores agropecuarios a traves de un audio","[0.9999587535858154, 4.125022314838134e-05]",0,0,"[0.5367122292518616, 0.46328774094581604]"
1,"Cuando alguien ha sido vacunado contra la COVID (ha recibido todas las dosis necesarias de la vacuna, y ha pasado un tiempo establecido), todavia es posible transmitir la enfermedad, aunque las posibilidades quedan bastante reducidas (segun algunas investigaciones).","[0.9936084747314453, 0.006391517352312803]",0,1,"[0.1891961693763733, 0.8108038306236267]"
0,Hallan el cuerpo sin vida del empleado que se fotografio con Maradona,"[0.9999395608901978, 6.0395203036023304e-05]",0,0,"[0.712614893913269, 0.28738510608673096]"
0,Los jubilados que estan muy viejos deberian ser sacrificados de acuerdo a Gerardo Romano,"[0.9881783127784729, 0.011821746826171875]",0,0,"[0.9908879995346069, 0.009112006053328514]"
0,Foto indica que Victoria Donda esta consumiendo cocaina,"[0.9999345541000366, 6.540111644426361e-05]",0,0,"[0.9664404988288879, 0.03355950489640236]"
1,Murio Diego Armando Maradona,"[0.9995720982551575, 0.00042785590630955994]",0,0,"[0.5044535398483276, 0.49554646015167236]"
0,El tapabocas cultiva hongos y bacterias que bloquean el oxigeno y provocan neumonia,"[0.9998992681503296, 0.0001007401297101751]",0,0,"[0.9181959629058838, 0.08180408924818039]"
1,"Desde 2009 hasta 2017, la movilidad jubilatoria supero a la inflacion en un 26%. En los 2 anos de la formula del macrismo los jubilados perdieron un 19,5%","[0.9989302754402161, 0.0010696988319978118]",0,1,"[0.24142786860466003, 0.7585721611976624]"
1,Acuna dijo que los docentes provienen de sectores bajos que fracasaron en otras carreras,"[0.9999510049819946, 4.8978465201798826e-05]",0,1,"[0.35962918400764465, 0.6403708457946777]"
1,"La legalizacion del aborto permite ademas, como ocurrio en la Ciudad de Mexico o en Uruguay, que disminuyan los abortos y las muertes que ellos causan","[0.0006281260866671801, 0.9993719458580017]",1,1,"[0.312404066324234, 0.6875959634780884]"
0,"Victoria Donda dijo: ""Los nenes en el jardin tienen que jugar con munecas para que aprendan a respetar a las mujeres""","[0.00022280712437350303, 0.9997772574424744]",1,0,"[0.9232269525527954, 0.07677306979894638]"
0,"Kicillof termino la universidad ""sin leer un solo libro""","[0.9999512434005737, 4.8797999625094235e-05]",0,0,"[0.8393903970718384, 0.1606096476316452]"
0,"Fernandez dijo: ""A los 4 mil presos que liberamos les pedimos amablemente que vuelvan al penal""","[0.002845883835107088, 0.9971541166305542]",1,0,"[0.9503027200698853, 0.049697309732437134]"
1,"El COVID-19 produce sintomas que incluyen fiebre, tos, disnea (dificultad respiratoria), mialgia (dolor muscular)  y fatiga.","[0.9996125102043152, 0.0003875770198646933]",0,1,"[0.24599267542362213, 0.7540073990821838]"
0,La ley sancionada sobre vacunas otorga inmunidad legal y confidencialidad de los componentes para los laboratorios,"[0.00014525091683026403, 0.9998546838760376]",1,1,"[0.13917237520217896, 0.8608276844024658]"
0,"Victoria Donda dijo: ""Mis padres asesinaban con orgullo""","[0.9996399879455566, 0.00036004491266794503]",0,0,"[0.9362798929214478, 0.06372008472681046]"
0,Las vacunas de ARN mensajero interfieren en el funcionamiento de ciertos genes y producen infertilidad,"[0.9999185800552368, 8.139620331348851e-05]",0,0,"[0.9368017315864563, 0.06319821625947952]"
0,"El doctor Salemi es investigador del Conicet y las vacunas  ""modificaran el ADN humano""","[6.262581882765517e-05, 0.9999374151229858]",1,0,"[0.7535575032234192, 0.24644246697425842]"
0,"El coronavirus se cura con nebulizaciones, remedios caseros o paracetamol","[0.00021074617689009756, 0.999789297580719]",1,0,"[0.9278233051300049, 0.0721767246723175]"
0,"Frederic dijo, sobre el crimen de Loriana Tissera, que ""no seria justo que un delincuente vaya preso por matar y robar un celular""","[0.9999457597732544, 5.4203803301788867e-05]",0,0,"[0.8115015029907227, 0.18849843740463257]"
0,"Abraham Lincoln dijo: ""No puedes ayudar a los pobres destruyendo a los ricos""","[0.9999152421951294, 8.469368185615167e-05]",0,0,"[0.9061492681503296, 0.09385077655315399]"
0,"Grabois dijo que ""los jubilados son el cancer"" del pais porque no apoyan a los movimientos populares","[0.9999594688415527, 4.055739191244356e-05]",0,0,"[0.9184682965278625, 0.08153171837329865]"
0,En los EE.UU. quienes cobran planes y no terminaron la secundaria no pueden votar,"[0.9999556541442871, 4.438833275344223e-05]",0,0,"[0.7196064591407776, 0.2803935408592224]"
0,"Cristina Fernandez de Kirchner anuncio en 2012 la compra de 26 aviones para incendios y no llego ninguno, estos kukas se la roban toda","[0.999957799911499, 4.215018998365849e-05]",0,0,"[0.8854981064796448, 0.11450184881687164]"
1,"Una vacuna es una preparacion destinada a generar inmunidad adquirida contra una enfermedad, mediante la estimulacion de la produccion de anticuerpos.","[0.00023704466002527624, 0.9997629523277283]",1,1,"[0.23562121391296387, 0.7643787860870361]"
0,"Alberto Fernandez dijo: ""Con Macri hubiesemos tenido 10 mil muertos por coronavirus""","[0.9999397993087769, 6.019591091899201e-05]",0,0,"[0.9565515518188477, 0.043448444455862045]"
0,Grabois dijo que los jubilados no deberian votar porque votan en contra de los intereses de la juventud,"[0.9999338388442993, 6.617255712626502e-05]",0,0,"[0.8219450116157532, 0.17805495858192444]"
0,Los sistemas centrales de acondicionamiento de aire son elementos demostrados de propagacion del virus,"[0.015391834080219269, 0.9846082329750061]",1,0,"[0.8923139572143555, 0.10768605023622513]"
0,Argentina no teniamos mas cortes de luz durante el gobierno de Macri,"[0.9934230446815491, 0.00657696695998311]",0,0,"[0.8944387435913086, 0.1055612862110138]"
1,CFK termino su gestion el 10 de diciembre de 2015,"[0.9979208111763, 0.002079245401546359]",0,0,"[0.8634799718856812, 0.13651998341083527]"
0,A Macri le regalaron su titulo universitario a modo de agradecimiento,"[0.00011568811169127002, 0.9998842477798462]",1,0,"[0.9652417302131653, 0.034758228808641434]"
0,Los peronistas le pagan dinero a la gente para asistir a la marcha del 17 de octubre,"[0.9999439716339111, 5.5996420996962115e-05]",0,0,"[0.8824220299720764, 0.11757797002792358]"
0,Factura emitida por Carlos C. Vanhoy al Instituto Patria demuestra que pagan por asistir a la marcha del 17 de octubre,"[0.9998501539230347, 0.00014982468564994633]",0,0,"[0.750884473323822, 0.24911555647850037]"
0,En el Presupuesto 2021 para la lucha contra el fuego todos los gastos se reducen a la mitad,"[0.3462695777416229, 0.6537303924560547]",1,1,"[0.3523208200931549, 0.6476792097091675]"
0,"Ley establece la obligatoriedad, la inmunidad legal y la confidencialidad de la vacuna contra el coronavirus","[0.00016731242067180574, 0.9998326301574707]",1,1,"[0.2673182189464569, 0.7326818108558655]"
