clasificacion,texto
0,En colombia las viviendas de mas de 65 metros cuadrados seran compartidas con otras familias
0,Kicillof obliga en la provincia a adaptarse al lenguaje inclusivo
0,"La vacuna espanola contra el coronavirus protege contra la viruela del mono, el sida, el cancer y el ebola"
0,Qatar 2022: habra penalidad por mostrar banderas LGTBIQ+
1,Kamala Harris si se vacuno contra el COVID-19
0,Se lo ve a Zelensky consumiendo cocaina
0,"El padre del fundador del Foro de Davos, Klaus Schwab, es un ex mandatario nazi"
0,Pfizer tiene una vacuna contra la viruela del mono
1,Es cierto que Disney cubrira los costos de traslado de las trabajadoras que quieran viajar a otro estado para tener acceso a un aborto
0,Pfizer anuncio la vacuna contra la viruela del mono
0,"Lionel Messi dijo: ""El Kun me hizo conocer el liberalismo. El ano que viene voto a Milei"""
0,"La OMS debate un ""tratado anti pandemico"" que le otorga poderes por encima de las constituciones y leyes de los Estados"
0,La OMS obtuvo luz verde como organismo supragubernamental para planear como sigue la muerte mundial
0,Aquellos Estados que tienen libre portacion de armas tienen muchos menos delitos
0,La viruela del mono es un efecto secundario de las vacunas COVID-19
0,Es falso que en Australia aumentaron un 40% los ataques cardiacos por la vacuna contra el COVID-19
0,"Myriam Bregman presento un proyecto para dejar de llamar ""machos"" y ""hembras"" a enchufes y adaptadores"
0,La Corte Suprema de Finlandia dictamino que el sexo con menores esta permitido
0,Le pagaron a Montoya Carlotto  por fingir ser nieto de la presidenta de Abuelas de Plaza de Mayo
0,La Coca-Cola tiene grafeno en su composicion
0,Zelensky admite consumir cocaina
0,Los imanes se adhieren a las gaseosas por la presencia de grafeno
0,Soldados ucranianos acomodan cuerpos para armar la escena de una matanza
0,Biden confundio al Papa con un jugador de beisbol afroamericano
0,En Ucrania fue bombardeada una iglesia en la que quedo intacta la figura de Jesus
0,Un noticiero ucraniano fue interrumpido con un mensaje en contra de Zelensky
0,Zelensky vistio una remera con un simbolo vinculado al nazismo ante el Congreso de EEUU
0,El neonazi Artem Bonov es el jefe de la policia de Kiev en Ucrania
0,Mauricio Macri homenajeo a Margaret Thatcher en las Islas Malvinas
1,"Massa: ""El ano pasado 1,5 millones de trabajadores dejaron de pagar Ganancias para siempre, por el sistema de actualizacion que tienen"""
0,El director ejecutivo de BioNTech no se vacuno contra el COVID-19
1,"En 2021, en Argentina, los trenes de carga que opera el Estado incrementaron un 60% lo transportado en 2019"
1,Los arboles son el mecanismo natural manejable mas eficiente para la captura de carbono
1,La Argentina es uno de los paises latinoamericanos mas retrasados en regimenes de licencias parentales
1,"Alberto Fernandez: ""No logramos reducir, en plena pandemia, la muy alta inflacion que heredamos"""
0,"Alberto Fernandez: ""Comenzamos un ciclo lectivo reparador con 190 dias de clase"""
0,Al finalizar el ano 2021 el numero total de personas con trabajos formales es un 2% mayor al verificado en febrero de 2020
0,La Argentina ha llevado a cabo la mayor campana de vacunacion de su historia
0,En Francia hicieron pasar a un maniqui como un paciente COVID
0,Las vacunas contra el coronavirus causan abortos espontaneos
0,"El papa Francisco considera que no es necesario creer en Dios para ser buena persona"""
0,Un directivo de la farmaceutica Bayer admitio que las vacunas de ARN mensajero le lavan el cerebro a la gente
0,Un presentador de noticias se desmayo como consecuencia de la vacunacion contra la COVID-19
0,Los test rapidos de COVID-19 vienen con resultados preestablecidos
0,En los vacunatorios existe ejercicio ilegal de la medicina porque no hay un medico que ordene la inyeccion
0,A una mujer se le para el corazon despues de recibir la tercera dosis
1,"Despego el primer satelite miniatura argentino ""General San Martin"""
0,350 deportistas fallecieron o sufrieron lesiones en 2021 tras la vacunacion contra el coronavirus
0,La OMS recomendo de no utilizar barbijos de forma masiva durante la pandemia
0,La OMS confirmo que las vacunas matan ninos
0,Bill Gates propuso la despoblacion mediante la vacunacion forzada
0,Leon Gieco cobro $ 9 millones por cantar en el Festival de la Democracia
0,Babear al dormir significa que se esta respirando de la forma correcta
0,Los efectos secundarios de las vacunas contra la COVID-19 en Inglaterra son potencialmente toxicos
0,Cientificos descubren que la tierras es completamente plana
0,Los vacunados contra el coronavirus son detectables por Bluetooth
0,La Cruz Roja prohibe donar plasma a quienes fueron vacunados contra la COVID-19
0,China solto millones de pajaros criados en laboratorio
0,Finlandia encarcelo a un periodista por desinformar
0,Hay un cronograma de cepas del coronavirus disenado por la OMS o por la Fundacion Gates
1,El Gobierno destinara fondos publicos a la realizacion de una serie sobre L-Gante
0,Bill Gates propone control mundial planificado mediante vacunas
0,Llegaron a los mercados bananas de Somalia con el gusano Helicobacter
0,Las bajas temperaturas registradas en la Antartida desmienten el cambio climatico
1,"Instalaron en Formosa estatuas de Alberto Fernandez y sus perros, Dylan y Procer"
0,La sangre de personas vacunadas contiene grafeno y no es apta para donar a la Cruz Roja
1,"Santilli: ""Cuando me toco trabajar en Seguridad bajamos todos los delitos"""
0,"Vidal, en 4 anos, ni una carcel construyo"
0,Certificar una muerte por COVID-19 sin autopsia constituye un delito porque el virus no fue aislado
0,Patricia Bullrich recibio un premio de Europol por su gestion contra el narcotrafico
0,"Javier Milei, sobre el cambio climatico: ""Si uno mirara lo que son los estudios de 10 mil anos atras hasta hoy, 5 mil anos atras, la temperatura del planeta esta en el nivel minimo"""
1,"En la actualidad, existe consenso cientifico sobre la existencia del calentamiento global y sobre la influencia humana en el"
0,La Argentina produce alimentos para 400 millones de seres humanos
1,La Argentina esta entre los 10 paises con mayor cantidad de muertos por millon de habitantes
0,Detienen a personas en Francia por no tener el pasaporte sanitario 
0,Maria Eugenia Vidal dijo que las pensiones por viudez no tienen logica
0,Florencia Kirchner recaudo US$ 5 millones con Avon
0,La guia electoral para migrantes del gobierno porteno indica poner una boleta de Juntos por el Cambio
0,4 mil terratenientes son los grandes poseedores de todas las tierras en Argentina
0,"Si salis con el sobre cerrado del cuarto oscuro] ya sea con la lengua o plasticola, te lo anulan"
1,El cambio climatico destroza la vida de los pueblos enteros
0,El Estado permite que se tomen 1.800 terrenos en la Provincia de Buenos Aires
0,El Rey de Espana critico el discurso del presidente peruano Pedro Castillo
1,600 pasajeros afganos intentan escapar de Kabul
0,"Experimento comprueba que las esferas se atraen usando grafeno, misma sustancia que usan las vacunas contra el coronavirus"
0,La reina Letizia de Espana no se vacuno contra el coronavirus
0,Las reuniones sociales estaban habilitadas cuando se hizo en Olivos el festejo de cumpleanos de Yanez
0,El calentamiento global es una mentira
0,"Descubren una relacion entre las vacunas contra el coronavirus y la muerte de los presidentes de Haiti, Tanzania y Burundi"
0,El oxido de grafeno es un componente de las vacunas contra el coronavirus
0,Al pincharle los dedos y las orejas a una persona durante un ACV se le salva la vida
0,Mueren pajaros en Croacia por el 5G
0,"Espert se saco una foto con los dedos en ""v"" junto a Maximo Kirchner"
0,"Segun Macri, los discapacitados son un gasto que no debe afrontar el Estado"
0,"Durante el ano de pandemia, la Argentina perdio menos empleo que en los 4 anos del gobierno anterior"
0,Se muestra una ambulancia y varias urnas que confirman el fraude
0,"La presidenta del Correo Argentino fue denunciada por manipular telegramas de escrutinio en 2015 y 2019, se confirma el fraude"
0,Detectores de metales se activan por la inoculacion de la vacuna contra el coronavirus
0,Cristina Fernandez de Kirchner no es abogada y debe 22 materias
0,Se prohibieron las pruebas PCR en los Estados Unidos
0,En la Argentina solo se pueden comprar 3 kilos de carne por ley
0,El Presidente de El Salvador no dio este discurso contra los presos
0,Hay bebes internados en sillas de plastico en Paraguay
1,Juana Viale le pidio al papa Francisco que abriera el Vaticano para los refugiados
1,Escrachan al ex ministro Gines Gonzalez Garcia tomando vino en Madrid
0,Galperin anuncia regalos por el aniversario de Mercado Libre
0,Alberto Fernandez organizo un asado para 60 personas en la Quinta de Olivos en junio de 2021
0,Un juez madrileno denuncio a Alberto Fernandez ante la ONU
0,El director de una farmaceutica haya recomendado inhalar vapor para eliminar al coronavirus
0,En China clonaron el primer dinosaurio
0,El medico ganador del premio Nobel dijo que todas las personas vacunadas moriran en 2 anos
0,La vacunacion contra el coronavirus genera muertes y que esta creando nuevas variantes
0,El barbijo no protege y que provoca aspirar dioxido de carbono
0,En los Estados Unidos no pueden votar quienes cobran planes y no terminaron la secundaria
0,Militares franceses afirmaron que la COVID-19 es una guerra total para controlar y reducir la poblacion mundial
0,Integrantes de La Campora quemaron barbijos en el Obelisco
0,El uso de barbijo produce enfermedades que envenenan los pulmones y la sangre
0,Thatcher considera que todo izquierdista es un incompetente y fracasado
0,Medicos y enfermeros pueden ser acusados de crimenes de guerra por aplicar la vacuna
0,Aldeanos de la India atacan a pedradas a equipos de vacunacion
0,Las vacunas contra el coronavirus contienen metales pesados magneticos y chips rastreadores
0,"No esta probado que los ninos propagan el coronavirus, tal como afirma un medico argentino en Suecia"
0,Cristiano Ronaldo poso con un cartel en apoyo a Palestina
0,Circula por mail un virus informatico que proviene de la cuenta de la Policia venezolana
0,Macri eximio de los impuestos a la familia de Juana Viale
0,Los test de COVID-19 vienen con resultados positivos o negativos preestablecidos
0,Patricia Bullrich dijo que podriamos haber dado las Islas Malvinas en una negociacion con Pfizer
0,"Los pacientes asintomaticos son un invento, tal como lo declaro un ex ejecutivo de Pfizer"
0,En Brasil se simulan entierros para generar temor por las muertes por coronavirus
0,Kicillof termino la universidad sin leer un solo libro
0,Grabois es hijo de una ex presidenta del PAMI acusada de corrupcion
1,En Alemania cuelgan bolsas con comida en la calle para las personas sin hogar
0,El uso de barbijo hace respirar dioxido de carbono y provoca cancer
1,El uso de barbijo no hace respirar dioxido de carbono ni provoca cancer
0,"La ministra de salud,Vizzotti, dijo que hay que evitar respirar para combatir el covid."
0,"Los barbijos enferman y matan generando hongos y bacterias, e incluso provocando cancer"
1,"Es falso que los barbijos ""enferman y matan"": no generan hongos y bacterias ni provocan cancer"
0,El cafe evita el contagio y cura a pacientes con coronavirus
0,El director medico de Moderna admitio que la vacuna de ARN mensajero modifica el ADN
0,"La plaza de Resistencia, en Chaco, se llama ""Manuel Belgrane"" por el lenguaje inclusivo"
0,Los acusados del crimen de Baez Sosa gozan de prision domiciliaria
0,Daniel Miguel Medina es un ex combatiente que vive en la pobreza
0,Escandalosa foto en donde aparecen Hebe de Bonafini y Jorge Videla juntos
0,"No todas las vidas valen igual, segun Victoria Donda"
0,Mauricio Macri y Jorge Videla eran amigos
0,En el Hospital Muniz murio un medico llamado Marcos Vargas por atender pacientes con coronavirus
0,El intendente afirma que n un ano y 4 meses no ha tenido una sola denuncia de corrupcion
0,Todo lo que se ve en Formosa es una gran puesta en escena del macrismo
0,Gendarmeria nacional abandono el Conurbano
0,La ley que prohibe el cambio de uso de las tierras incendiadas en Espana termino con los siniestros
1,Se incremento millones de dolares la deuda durante el gobierno de Cambiemos
1,Lo que le presto el FMI a la Argentina bajo el gobierno de Macri es un monto cercano a todo lo que presto a todos los paises del mundo en el ano de la pandemia
0,"Cristina Fernandez de Kirchner anuncio en 2012 la compra de 26 aviones para incendios pero no llego ninguno, se los robo todos"
0,Patricia Bullrich y su comitiva se trasladaron a Formosa en un avion de Vicentin
0,El uso de barbijos produce hipoxia y pleuresia
0,Macri le rindio homenaje al busto de Thatcher
0,Se descubrieron nanorobots dentro de las pruebas PCR
1,La Argentina logro el primer puesto en el ranking mundial de la ONU de paises con politicas de genero en el contexto de la pandemia COVID-19
1,Alberto Fernandez establecio el cupo laboral travesti trans en la Administracion Publica Nacional
1,Alberto Fernandez inicio este ano con uno de los mas significativos incrementos presupuestarios de la educacion argentina en estos casi 40 anos de vida democratica
1,El Gobierno de Macri solicito el prestamo mas grande de la historia del Fondo Monetario Internacional
1,Durante 2020 se redujo en 18 puntos la inflacion que heredada en 2019
0,En Argentina ningun magistrado ni funcionario judicial paga hoy el impuesto a las Ganancias
1,Alberto Fernandez elaboro un presupuesto nacional con perspectiva de genero
0,"Baradel dijo sobre los docentes: ""Si no les alcanza lo que se les paga, busquen otro trabajo"""
0,"Cristina Fernandez de Kirchner fue ""multivacunada"" contra el coronavirus"
0,Se abrio una oficina de la ANSES en Paraguay
0,la vacuna contra el coronavirus te puede dejar esteril
1,Cristina Fernandez de Kirchner veto el 82% movil para los jubilados
0,"Baradel propuso incorporar lenguas originarias y asi preparar a los chicos para un futuro, que sera mas justo y equitativo para todos"
0,Tomar agua helada pueda provocar riesgos de muerte y cancer
1,El uso del barbijo reduce el riesgo de contagio del COVID
0,"La sobrina de Fabiola Yanez, la esposa del presidente, fue designada como presidenta del Banco Provincia"
0,Las pruebas PCR vienen con resultados positivos o negativos de origen
0,"Doctores, enfermeras, policias y bomberos festejan que ya no son parte del orden mundial y la plandemia"
0,Un medico italiano murio tras aplicarse la segunda dosis de la vacuna Pfizer
0,Una lata de Red Bull dio positivo de coronavirus
0,Marcelo Tinelli es orgullosamente kirchnerista
0,"De Angeli le advirtio a Alberto Fernandez que los vagos se quedaran sin planes y el pais sin comida, si el campo hace paro"
0,Ricardo Darin critico al kirchnerismo con una dura carta
0,Estan usando fetos abortados en las vacunas contra el coronavirus
0,Ofelia Fernandez no cree en las enfermedades ni en las vacunas
0,Se compraron 26 aviones hidrantes durante el gobierno de Cristina Fernandez de Kirchner
0,Cientos de autos parados en una autopista protestan en Alemania por el aumento de combustibles
0,En la Argentina bajo el consumo de carne porque hay mas argentinos que son veganos
0,Joe Biden firma decretos presidenciales en blanco
0,La vacuna de Pfizer produce esterilidad en las mujeres
0,No habra clases este ano por culpa del gobierno
0,Medicos ecuatorianos descubrieron la cura para el coronavirus
0,El coronavirus en realidad es una bacteria
0,"Ancianos en Noruega mueren por la vacuna contra el COVID-19, y las autoridades suspendieron la vacunacion a mayores"
0,La vacuna de Pfizer genero una paralisis facial en 13 casos en Israel
0,"Baradel propuso incorporar lenguas originarias y asi preparar a los chicos para un futuro, que sera mas justo y equitativo para todos"
0,"Kicillof dijo: ""No necesitamos al campo, nosotros tenemos a los supermercados"""
0,"Brancatelli dijo la siguiente frase: ""?Para que quieren vivir tanto los jubilados? Ya son viejos, mueran y ya"""
0,El creador de los test PCR dijo que estos no detectan el nuevo coronavirus
0,Vacunaron a una mujer en Quilmes con una jeringa sin aguja
1,Donda fue denunciada por su empleada domestica
1,Es falso que murio la enfermera que se desmayo tras ponerse la vacuna contra la COVID-19
0,Las vacunas de ARN mensajero modifican el ADN humano
0,Mil vacunados de coronavirus murieron en Inglaterra
0,Estados Unidos admitio que no esta probada la existencia del nuevo coronavirus
0,"Medico canadiense sostiene que el coronavirus es una ""farsa"""
0,El test de antigenos da positivo con una bebida Cola 
0,El Presidente de Mexico bajo su sueldo un 60% junto con el de sus funcionarios y legisladores
0,La vacuna Sputnik V no es apta para mayores de 60 anos
1,CABA cuenta con 2 veces y media los recursos de PBA por habitante
0,"Gerardo Romano dijo que ""los jubilados que estan muy viejos deberian ser sacrificados"""
1,El periodista Antonio Laje es piloto comercial y hace vuelos sanitarios
0,"Los Pumas apoyan a Vicentin, con el cartel de ""Todos somos Vicentin"""
0,Los pacientes asintomaticos tienen bajisima o casi nula capacidad de contagio
0,La Nacion publico declaraciones de mujeres que quieren hacerse el primer aborto legal en la Argentina
1,"La enfermedad por coronavirus de 2019, mas conocida como COVID-19, covid-19 o covid, es una enfermedad infecciosa causada por el SARS-CoV-2."
0,Mueren los 42 de los primeros 100 vacunados en la Argentina
0,"Pablo Matera pidio perdon por ""si algun bolita o algun paragua se sintio discriminado"""
0,"Alberto Fernandez dijo en 2004: ""Mi postura de rechazo al aborto fue siempre clara"""
0,Espert se saco una foto con Maximo Kirchner
0,Los pacientes asintomaticos son sanos y no contagian el virus
0,"El ""Chino"" Navarro amenazo a productores agropecuarios a traves de un audio"
1,"Cuando alguien ha sido vacunado contra la COVID (ha recibido todas las dosis necesarias de la vacuna, y ha pasado un tiempo establecido), todavia es posible transmitir la enfermedad, aunque las posibilidades quedan bastante reducidas (segun algunas investigaciones)."
0,Hallan el cuerpo sin vida del empleado que se fotografio con Maradona
0,Los jubilados que estan muy viejos deberian ser sacrificados de acuerdo a Gerardo Romano
0,Foto indica que Victoria Donda esta consumiendo cocaina
1,Murio Diego Armando Maradona
0,El tapabocas cultiva hongos y bacterias que bloquean el oxigeno y provocan neumonia
1,"Desde 2009 hasta 2017, la movilidad jubilatoria supero a la inflacion en un 26%. En los 2 anos de la formula del macrismo los jubilados perdieron un 19,5%"
1,Acuna dijo que los docentes provienen de sectores bajos que fracasaron en otras carreras
1,"La legalizacion del aborto permite ademas, como ocurrio en la Ciudad de Mexico o en Uruguay, que disminuyan los abortos y las muertes que ellos causan"
0,"Victoria Donda dijo: ""Los nenes en el jardin tienen que jugar con munecas para que aprendan a respetar a las mujeres"""
0,"Kicillof termino la universidad ""sin leer un solo libro"""
0,"Fernandez dijo: ""A los 4 mil presos que liberamos les pedimos amablemente que vuelvan al penal"""
1,"El COVID-19 produce sintomas que incluyen fiebre, tos, disnea (dificultad respiratoria), mialgia (dolor muscular)  y fatiga."
0,La ley sancionada sobre vacunas otorga inmunidad legal y confidencialidad de los componentes para los laboratorios
0,"Victoria Donda dijo: ""Mis padres asesinaban con orgullo"""
0,Las vacunas de ARN mensajero interfieren en el funcionamiento de ciertos genes y producen infertilidad
0,"El doctor Salemi es investigador del Conicet y las vacunas  ""modificaran el ADN humano"""
0,"El coronavirus se cura con nebulizaciones, remedios caseros o paracetamol"
0,"Frederic dijo, sobre el crimen de Loriana Tissera, que ""no seria justo que un delincuente vaya preso por matar y robar un celular"""
0,"Abraham Lincoln dijo: ""No puedes ayudar a los pobres destruyendo a los ricos"""
0,"Grabois dijo que ""los jubilados son el cancer"" del pais porque no apoyan a los movimientos populares"
0,En los EE.UU. quienes cobran planes y no terminaron la secundaria no pueden votar
0,"Cristina Fernandez de Kirchner anuncio en 2012 la compra de 26 aviones para incendios y no llego ninguno, estos kukas se la roban toda"
1,"Una vacuna es una preparacion destinada a generar inmunidad adquirida contra una enfermedad, mediante la estimulacion de la produccion de anticuerpos."
0,"Alberto Fernandez dijo: ""Con Macri hubiesemos tenido 10 mil muertos por coronavirus"""
0,Grabois dijo que los jubilados no deberian votar porque votan en contra de los intereses de la juventud
0,Los sistemas centrales de acondicionamiento de aire son elementos demostrados de propagacion del virus
0,Argentina no teniamos mas cortes de luz durante el gobierno de Macri
1,CFK termino su gestion el 10 de diciembre de 2015
0,A Macri le regalaron su titulo universitario a modo de agradecimiento
0,Los peronistas le pagan dinero a la gente para asistir a la marcha del 17 de octubre
0,Factura emitida por Carlos C. Vanhoy al Instituto Patria demuestra que pagan por asistir a la marcha del 17 de octubre
0,En el Presupuesto 2021 para la lucha contra el fuego todos los gastos se reducen a la mitad
0,"Ley establece la obligatoriedad, la inmunidad legal y la confidencialidad de la vacuna contra el coronavirus"
0,Alberto Fernandez trato de chetos a los mendocinos y los amenazo con hacerles pagar la crisis politica
0,"Los filtros de un avion generan un aire puro permanente, un ambiente absolutamente aseptico que simula la situacion de un quirofano"
0,"Macri: ""El 11 de agosto, cuando termino mi gobierno economico, estabamos en el mismo nivel de pobreza que habiamos heredado"""
0,"Celeste Burgos, la pareja del ex diputado Juan Ameri, cobraba $ 140 mil pesos como asesora suya"
0,Quino insulto al kirchnerismo
0,El Dipy que reemplazara a Juan Ameri en el Congreso
0,Florencia Kirchner dijo que gano su fortuna vendiendo productos por catalogo
0,"Ofelia Fernandez dijo que ""los verdaderos delincuentes son los anticuarentena, no el pibe que roba una moto para comer"""
0,Alberto Fernandez ya dicto 620 DNU y que alcanzo lo dictado por 8 presidentes en 24 anos
0,Los salarios de la administracion publica cayeron durante el gobierno de Macri un 40%
0,"Gerardo Romano dijo: ""Estoy angustiado, no tengo trabajo. Este gobierno nos traiciono"""
0,"Claramente hubo en las PASO un fraude muy, muy grande"
0,En medio de la pandemia ciudadanos bolivianos entraron al pais en colectivos para cobrar planes
0,Mataron a un kirchnerista mientras rompia un silobolsa en Santa Fe
0,"Un videograph presenta al jefe de Gobierno porteno como ""Rodriguez Larrata"""
0,"El sobrino del gorbenador, Brian Nahuel Kicillof trabaja en Desarrollo Social"
0,Descubren una foto en la que se ve a Jorge Rafael Videla y a Hebe de Bonafini juntos
1,"No, Rosas no hablo nunca de ""la cobardia incondicional de los portenos"""
1,Las vacaciones de los medicos publicos de la Provincia estan suspendidas hasta marzo de 2021
1,El Presidente recibio a Hugo Moyano y su familia y se sacaron una foto sin tapabocas
1,En medio de la pandemia ciudadanos bolivianos intentaron ingresar ilegalmente en Salta
0,El decreto que establece la cuarentena fuera planeado para durar 1 ano
0,La ministra de Salud de Holanda trabaja dos horas diarias como agente de limpieza
0,Una vacuna contra la COVID-19 genera un dano genetico irreversible
0,El consumo de ajo con alcohol ayude a combatir enfermedades
0,En Estados Unidos admitieron que solo un 6% de las muertes informadas fueron realmente por coronavirus
1,Maradona se puso a disposicion para el pago del impuesto a las grandes fortunas
0,"El proyecto de reforma penal reduce penas de delitos como homicidio, trata de menores y narcotrafico"
0,Macri eximio de impuestos a la familia de Juana Viale
0,"La minisitra de Salud pidio evitar ""hablar fuerte, cantar o reirse"" para reducir los contagios"
0,CABA es la ciudad con mayor cantidad de muertos por millon de habitantes del mundo por coronavirus
0,El creador de los test PCR dijo que no detectan el nuevo coronavirus
0,"Los pacientes asintomaticos son inmunes y, por ende, no contagian COVID-19"
0,El nuevo coronavirus muere en el agua de mar
1,La OMS precomendo una salida gradual del confinamiento
0,El centro de virologia ruso aconseja consumir alimentos mas alcalinos contra el coronavirus
0,El shopping Unicenter esta en crisis
0,Messi le comunico al Barcelona que son todos unos delincuentes
0,"Leuco pidio disculpas a los familiares de fallecidos por COVID-19 porque el odio que siente por este gobierno le ""jugo una mala pasada"""
0,"Diego Leuco festejo el aumento de casos de COVID-19 porque ""odia al Gobierno"""
0,Cristina Fernandez de Kirchner mintio con la fractura de tobillo en 2015
0,"Donda dijo que seran eliminadas por decreto las marchas militares con ""tinte patriarcado"""
0,Grabois opina que los jubilados no deberian votar porque votan en contra de los intereses de la juventud
0,El dioxido de cloro se usa para la desinfeccion de sangre en las transfusiones
0,Los test de PCR no provocan dano en la barrera hematoencefalica
0,"Estela de Carlotto se nego a pedir por la aparicion de Facundo Castro para no ""danar la imagen de Alberto"""
0,Donda dijo que es inhumano tener a los violadores en la precariedad de las carceles
0,Mauricio Macri aparece en un homenaje a Margaret Thatcher
0,"Ya hay un nuevo feriado en homenaje a ""Evita"""
0,Murio un trabajador del Hospital Muniz por atender pacientes con COVID-19
0,63 camas de terapia intensiva fueron ocupadas por manifestantes contagiados
0,El uso o abuso del tapabocas produce hipoxia e hipercapnia
0,La vacuna contra el nuevo coronavirus no existe desde 2001
0,"Un medico del hospital Muniz llamado ""Marcos Vargas"" fallecio por atender pacientes con coronavirus"
0,"Tasuku Honjo, Premio Nobel de Medicina, dijo que el coronavirus no es natural"
0,"Putin sobre los presos: ""Si estan presos, es por algo. No pienso pedirle piedad a ninguno, cuando ellos no las tuvieron con sus victimas"""
0,Se usan avisos de testeos de coronavirus para robar en la Ciudad de Buenos Aires
0,El Gobierno quiere usar a militares para probar la vacuna contra el coronavirus
0,El humo del cigarrillo transmite el coronavirus
0,"Darin dijo: ""Somos el pueblo mas cobarde del mundo, dejamos que nos gobiernen delincuentes"""
0,Patricia Bullrich recibio el premio Europol porque durante su gestion ningun cargamento de droga llego a Europa desde la Argentina
0,El ministro De Pedro quiere expropiarle las casas a la gente con + de 1 vivienda para solucionar la crisis inmobiliaria.
1,Medicos ecuatorianos no encontraron la cura para el coronavirus
1,Es falso el posteo del centro de virologia ruso que recomienda una dieta alcalina para combatir el coronavirus
0,La nueva vacuna contra el coronavirus tiene ARN digitalizable que se activa mediante el 5G y puede reactivar el virus
0,El ministro Guzman impulsa eliminar el Ejercito argentino por falta de presupuesto
0,Hubo falsificacion de certificados de defuncion en el Hospital de Clinicas para aumentar los muertos por coronavirus
0,Medicos espanoles dicen que las mascarillas no sirven al aire libre
0,Bono contribucion de La Campora para pagarle la fianza al empresario Lazaro Baez
1,"Si, en 1918 existio una manifestacion en EE.UU. que provoco un aumento de contagios de la gripe espanola"
0,"Los asintomaticos son inmunes, no contagian el coronavirus y comunican anticuerpos al resto de personas"
0,varios billetes de $100 estan duplicados
1,Milei admira a Thatcher
0,Radio Nacional Tucuman volvera a llamarse Mercedes Sosa como siempre debio ser y algun dia dejo de ser
0,Cristina Fernandez de Kirchner escribio un texto sobre el Tango 01 donde confiesa haber desviado fondos del tesoro nacional
0,El coronavirus es solo una gripesinha como afirma Bolsonaro
0,Consumir dioxido de cloro cura el coronavirus
0,El cafe sirve para curar el coronavirus
0,"En Monte Hermoso se congelo una ola, demostrando que el calentamiento global es una mentira de los zurdos"
0,Los rugbiers acusados de asesinar a Fernando Baez Sosa fueron condenados a cadena perpetua
1,El Municipio de Ushuaia contrato a Thelma Fardin como asesora en temas de violencia de genero
0,En Tucuman estan haciendo chorizos con carne de perro
0,Las vacunas tienen el mismo el quimico que se usa para la pena de muerte
0,"Gerardo Morales aseguro: ""Vamos a traer enfermos de otras provincias"""
0,"Alberto Fernandez dijo en 2015 que ""el kirchnerismo es una trampa para ratones"""
0,El uso de barbijos provoca que inhalemos el dioxido de carbono que respiramos y que se envenenen los pulmones
1,Cavan cientos de fosas en un cementerio como prevencion frente al coronavirus
0,La Camara Electoral anuncio que se van a eliminar las elecciones legislativas de 2021
0,Los termometros infrarrojos danan las neuronas
0,Las dietas alcalinas ayudan a combatir el coronavirus
0,Florencia Kirchner dijo que los ninos discapacitados deberian ser abortados
0,"Montoya Carlotto, nieto de Estela, dijo: ""Me pagaron por fingir ser su nieto"""
0,La OMS alerto sobre un nuevo brote del virus Nipah
0,La Campagnola cerro por la cuarentena
0,"Grabois dijo: ""Lo felicito a Alberto Fernandez, ahora es tiempo de ir por mas expropiaciones, tiene que ir todo a manos del pueblo"""
0,Los termometros infrarrojos pueden producir danos en la retina
0,"La fachada de la fundacion Bill & Melinda Gates dice ""centro para la reduccion de poblacion global de seres humanos"""
0,El gobierno intento expropiar la fabrica de alfajores de Capitan del Espacio
0,"Donda dijo ""en la izquierda preferimos que todos sean pobres y que no haya desigualdad"""
0,Bill Gates enfrenta un juicio en la India por probar vacunas ilegalmente
0,Esteban Lamothe actuara en una pelicula de Florencia Kirchner sobre Axel Kicillof
0,La vacuna contra el nuevo coronavirus existe desde 2001
0,A Juan Castro lo mataron por tener fotos de Cristina Fernandez y Amado Boudou
1,El uso de la mascarilla reduce la probabilidad de contagio del COVID
0,"En Italia el 96,3% de los muertos registrados por COVID-19 fallecieron por otras patologias"
1,Alberto Fernandez aparece sin barbijo y sin distanciamiento social en Formosa
0,Segun Messi la pandemia fue un golpe de estado planetario
0,Clarin nticipo la pandemia del virus que provoca la COVID-19 en 2003 
0,"Los funcionarios y sus familiares esten exceptuados del impuesto ""PAIS"" del 30%"
0,A24 presento una noticia de Evo Morales en un auto de alta gama en Buenos Aires
0,Magario pidio que el libro Sinceramente sea de lectura obligatoria en las escuelas
0,El coronavirus se encuentra en el semen y se puede contagiar por via sexual
0,Un medico de la Argentina encontro una cura contra la COVID-19
0,Shell ofrece 3 meses de combustible gratis
0,Posteo que muestra el nivel de radiactividad de las antenas 5G en la Argentina superando a la de Chernobyl
0,Se tirarian 6 millones de kilos de papas de Balcarce
0,Los rugbiers acusados del asesinato a Fernando Baez Sosa estan en sus casas
0,Bill Gates no vacuno a sus hijos cuando eran pequenos
0,Cantar y aplaudir en los balcones es un riesgo de contagio de COVID-19
0,Obama dijo que los delincuentes no deben tener derechos
1,Campanella dijo que en la Argentina no existe ningun incentivo para ser honesto
0,Rodriguez Larreta publico un tuit contra el Hospital de Clinicas
0,Alberto Fernandez propuso la creacion de una asignacion para detenidos en su domicilio
0,"Una enfermera intercambio 5000 bebes durante 12 anos ""por diversion"" en Zambia"
1,Argentina ya tiene mas de mil personas recuperadas de la COVID-19
